data,favorite_cnt,id,retweet_cnt,text,user,user_id
Fri Sep 13 07:13:51 +0000 2019,3.0,1172408030249410560,0.0,"Bonjour @SNCF, je suis actuellement à bord de l'intercités 3634 à destination de Paris Austerlitz (avec déjà 7 min de retard au départ de Limoges).Sur mon e billet ainsi que dans les voitures, il est mentionné le Wifi à bord.Hors il ne marche pas. Avez vous des informations ?",Céline Forthez,1129750379313414146
Fri Sep 13 07:15:01 +0000 2019,13.0,1172408326186926080,5.0,#learningexpedition C’est parti pour le 2eme jour de la #TechRocks Learning Exp 🚀On commence avec une visite animée par  @mariecaroline chez la @SNCF @ConnectGares #sncf #techrocks @FPoissonnet @fnapz @dbaeli @SachaMorard @RomainKuzniak @NicolasDeNayer @gpostaire @MarieVosC [LIEN],Tech.Rocks,908382361393475584
Fri Sep 13 07:24:19 +0000 2019,1.0,1172410666088427523,0.0,"Embarquer sa valise ou son sac à dos sur son vélo en allant au travail ce vendredi 13, pourquoi pas. Mais êtes-vous bien certains de trouver un métro @RATPgroup ce soir pour rejoindre votre gare @sncf qui prend soin d'envoyer des mails pour préciser que ses trains circulent [LIEN]",Florence Vierron,1909146374
Fri Sep 13 07:24:44 +0000 2019,7.0,1172410770937659398,3.0,"Les voies @SNCF sont-elles considérées comme des terrains privés et seront-elles concernées par cette interdiction totale de TOUS les #PESTICIDES, pas que ceux de #synthèse, j'imagine ???Ou pas ???@emma_ducros  @GeWoessner @virginie_garin [LIEN]",GUYOT Vincent,2548123591
Fri Sep 13 07:29:52 +0000 2019,1.0,1172412062263169027,0.0,"En ce jour de grève RATP, je vais vous conter comment la @SNCF m'a fait passer l'envie d'abandonner la bagnole pour des trajets en grande couronne et un peu au-delà. Histoire de comprendre un peu le différentiel massif entre Paris/proche banlieue et les autres, province comprise.",Loris Guémart,381552918
Fri Sep 13 07:34:38 +0000 2019,2.0,1172413260932382720,0.0,"Le train de @LIGNEJ_SNCF que j'ai pris ce matin pour venir travailler était, comparé à un autre jour, étonnement vide. Sans doute les habitués ont-ils craint un effet de contagion de la grève à @RATPgroup sur @SNCF et pris leur journée. Pas de triomphalisme: notre tour viendra...",Marc Landré,234360541
Fri Sep 13 07:38:17 +0000 2019,0.0,1172414178285408256,0.0,"Bonjour la @SNCF, ce soir j’ai pas le choix que de venir en trotti prendre un #train ! Mais j’ai pas de housse. Ça posera pas de pb ce soir (et lundi matin à mon retour) avec les contrôleurs ? Merci! A ce soir! #sncf #trottinette @ouisncf @SNCFReseau @GroupeSNCF",Anaïs,801094310
Fri Sep 13 07:45:37 +0000 2019,0.0,1172416026232803330,1.0,"Dites la @SNCF, c'est normal de se faire rembourser que 8€ sur un trajet Rouen &gt; PAM alors que le Rouen/Paris avait du retard ?",Hervine,859863572763086849
Fri Sep 13 07:47:35 +0000 2019,0.0,1172416520468611072,0.0,« Touche un membre de ma clique tu verra qu’on est pas tt seul » @SNCF [LIEN],petite arabe,3678780209
Fri Sep 13 07:54:20 +0000 2019,7.0,1172418218817773568,5.0,"Exemple flagrant de suppression de personnel: 1 agent doit gérer une multitude de trains. Au moindre incident, les autres trains prennent du retard. @GuillaumePepy @sncf @socdem_aura @BFMLyon @jerome_jarny @Le_Progres @2RATL @auvergnerhalpes @fnaut_aura [LIEN]",Richard,501073871
Fri Sep 13 07:59:54 +0000 2019,5.0,1172419618725457920,1.0,Je regrette que la @SNCF reste dans le flou sur le train #PerpignanRungis. Il est nécessaire qu’elle apporte des réponses claires pour que le travail collectif se poursuive. Je demande aussi au @gouvernement d'exiger une véritable mobilisation de l'entreprise publique SNCF.,Hermeline Malherbe,1116752877308059650
Fri Sep 13 08:05:58 +0000 2019,1.0,1172421148505604097,0.0,"Pourquoi le #Bordelais Jean-Pierre #Farandou, patron de @groupekeolis, pourrait être le futur PDG de la @SNCF [LIEN]",Nicolas César,363726351
Fri Sep 13 08:07:11 +0000 2019,12.0,1172421451795681281,1.0,Ptdr tout mon trajet pour aller au taff n'est pas affecté par la grève @SNCF je vous aime,Alex🚶,760271496
Fri Sep 13 08:14:26 +0000 2019,0.0,1172423278830338049,3.0,SOS   @_TeamSNCF mon fils a oublié son tel ds tgv Lille paris il est localisé Boulogne sur mer @SNCF @Conducteur_TER @wallygatore07 #garedeboulognesurmer  joindre en mp merci,Gmk,2863129298
Fri Sep 13 08:34:01 +0000 2019,1.0,1172428206407704576,0.0,"OK donc dans mon train, ya un mec qui regarde un film d'action avec son téléphone, sans écouteurs, comme ça, tout le wagon en profite, c'est génial... 🤔🤨😠 @SNCF",MaRyann,785763493584613376
Fri Sep 13 08:41:27 +0000 2019,1.0,1172430076983402498,0.0,Bonjour Les CMs @SNCF 🙂🙂!!DITES-MOI @SNCF ÇA FAIT 30 MINUTES QUE JE SUIS BLOQUÉE À SAINT LAZARE 😡😡😤😤😤😤😤😤!!,papillons 🦋 dauphins 🐬,3293193818
Fri Sep 13 08:49:22 +0000 2019,5.0,1172432066622840832,0.0,Le train en Italie c’est un autre délire quand même Ponctualité à la minute près Siège en cuir Wifi gratuit Take note @SNCF,Robin💁‍♂️,105531908
Fri Sep 13 08:55:02 +0000 2019,0.0,1172433496050024448,3.0,#SaintNazaire De nombreux automobilistes ont été bloqués ce matin au passage à niveau de la Croix de Méan @SNCF   [LIEN] [LIEN],Echo de la Presquîle,791365014
Fri Sep 13 08:55:09 +0000 2019,0.0,1172433522155380737,0.0,Dites @SNCF @ouisncf possible de ralentir le départ du train 6703 de gare de Lyon. Avec la @ClientsRATP qui ne bosse pas impossible d'optimiser les transferts depuis #Montparnasse [LIEN],Morgan JERABEK,19016716
Fri Sep 13 08:56:47 +0000 2019,0.0,1172433934543507457,0.0,"C’est vraiment honteux de devoir payer 0,90cts (avec 15 minutes d’attente) pour un besoin naturel, je vous parle @SNCF @GroupeSNCF",263,624106410
Fri Sep 13 09:02:37 +0000 2019,0.0,1172435402432507904,0.0,Compiègne: un nouveau week-end sans train 🚄#Oise #Somme #Aisne #Transports @SNCF @SNCFReseau [LIEN] [LIEN],Courrier picard,38182362
Fri Sep 13 09:19:51 +0000 2019,2.0,1172439739753852928,2.0,"#MuscleFerroviaire 💪🛤️Les Ateliers de Moulin-Neuf à Chambly (60), plus grand site de fabrication d’aiguillages de France (370 salariés). (@Geoportail / @SNCF) [LIEN]",Neuro6,460414198
Fri Sep 13 09:19:53 +0000 2019,1.0,1172439747723022337,0.0,Bravo @SNCF.  Gare TGV Nîmes prévue en rase campagne à des kms de Nîmes. La logique qui consiste à faire circuler les trains les plus rapides du monde pour obliger à des parcours supplémentaires qui font perdre tout le temps gagné dénote une réflexion.... lacunaire.,loudisly,455629335
Fri Sep 13 09:43:26 +0000 2019,1.0,1172445676430512128,0.0,Bonjour j’ai pris un billet pour Bordeaux avec le Tgv 8261 à 13h47 et je suis en placement libre on est bien d’accord je dois voir avec les CDB ? @SNCF,Luc,848968098
Fri Sep 13 10:05:35 +0000 2019,6.0,1172451251054882821,0.0,"ah, un mois et demi après, j’ai reçu une explication de la @SNCF sur cette ma question, mais en revanche les conditions de voyage n’étaient pas assez mauvaises pour mériter un geste commercial 🤷‍♂️😉 [LIEN] [LIEN]",Arthur Œuvrard-Savouret,598440960
Fri Sep 13 10:13:19 +0000 2019,0.0,1172453196377264128,0.0,".@ouisncf @SNCF le TER 839553 qui a 2h de retard c'est déjà pas cool mais supprimer des arrêts car il est en retard ça l'est encore moins, je sais même pas où je vais descendre...",Guillaume Favez,185136954
Fri Sep 13 10:19:21 +0000 2019,0.0,1172454713687719936,0.0,#RATP départ en retraite à 55ans : 3700€ en moyenne par moi #SNCF prime charbon 🤔Il n'y a d'espérance de vie plus faible pour les salariés de @RATPgroup ou @SNCFLes mêmes qui manifestent aujourd'hui sont ceux qui revendiquent le poing levé pour une société plus juste,Anne Vilon🇫🇷👨‍👩‍👧‍👦,1090628996038082561
Fri Sep 13 10:21:28 +0000 2019,5.0,1172455247844970496,1.0,"Vendons la @SNCF à Vuitton.Ça a l’air bien, le rail.#SNCF #RATP #greve13septembre [LIEN]",RobertMitchum,4505290703
Fri Sep 13 10:22:39 +0000 2019,0.0,1172455543778267137,0.0,La @SNCF vous êtes detestable !! J’ai du payer 42€ d’amende parce que votre appli de merde a cru que j’avais la carte jeune!!!,Po,3141387988
Fri Sep 13 10:29:58 +0000 2019,1.0,1172457387036434432,0.0,Les annonces sont vraiment inaudibles en gare 🚉 de PMP @ConnectGares @SNCF,Luc,848968098
Fri Sep 13 10:36:39 +0000 2019,4.0,1172459066771329025,3.0,"Après avoir contourné les difficultés des stations de métro fermées non annoncées (les entrées de Bastille, coucou @ClientsRATP), les couloirs fermés à Châtelet et les tapis roulants tous en grève, arrivée Gare du Nord… d'où aucun train ne peut partir (coucou @SNCF).😎",Carnets sur sol,731700307
Fri Sep 13 10:37:00 +0000 2019,5.0,1172459156651106305,0.0,"Donc @evoyageursSNCF @SNCF si je comprends bien même les trains en départ de Montparnasse ne sont plus nettoyés ???!!! Poubelles pleines, toilettes d'une grande saleté ... La hausse des tarifs ne va donc pas de paire avec une hausse de la qualité du service aux voyageurs ...",loureiro franck,1071105385
Fri Sep 13 10:39:17 +0000 2019,1.0,1172459731446915073,0.0,J’ai eu un train plus tôt et j’ai que des bonnes sœurs dans la voiture 😂😍  @TGVINOUI @SNCF [LIEN],Luc,848968098
Fri Sep 13 10:40:21 +0000 2019,1.0,1172459998452047872,0.0,Pourquoi autorise-t-on ce voyageur à boire de l'#alcool dans le train et salir tout autour de lui ? Je ne comprends pas. #lobby @SNCF @Tibouland @GentilCedric @otilerousse [LIEN] [LIEN],Louisa Amara 🌺,142911290
Fri Sep 13 10:46:24 +0000 2019,1.0,1172461518769836032,0.0,Niquez vos races @SNCF,Lucas,3996997989
Fri Sep 13 10:48:44 +0000 2019,0.0,1172462107687866368,0.0,Train @sncf 5966 Clermont-Paris immobilisé pour une durée encore indéterminée. Un camion se serait renversé sur les voies. 100% de retards cette année avec ce train...@Obj_Capitales.,Thierry,824955094596726784
Fri Sep 13 10:49:04 +0000 2019,2.0,1172462192270151680,0.0,"Mon anniversaire était le 8/09 et je reçoit mon mail d’anniversaire de la part de la @SNCF le 13/09, même pour ça ils ont du retard 😭👏🏻👏🏻 #sncf [LIEN]",Ali',3022972557
Fri Sep 13 11:00:38 +0000 2019,9.0,1172465102295056384,0.0,"annuler notre dernier train à 21h à la dernière minute, @sncf vous expliquez ça comment? obliger de payer 30€ le tgv d’après alors qu’on paye la carte zou 110€??? want my money back please",juliette,2300035378
Fri Sep 13 11:04:37 +0000 2019,1.0,1172466105656516608,1.0,"Hey, @SNCF, @ClientsRATP, quelque information sur la fermeture de Marne La Vallée? Combien de temps peut-on prévoir? Merci bien de répondre.",€ Juanma López Zafra,18949241
Fri Sep 13 11:19:37 +0000 2019,1.0,1172469879204655106,0.0,"Mdrrrr j'ai mis un MDP généré de 15 caractères pour @SNCF je vous raconte pas la gueule a la borne quand il m'ont dit ""Saisir le mot de passe""",Florian Mifsud,451633149
Fri Sep 13 11:31:13 +0000 2019,0.0,1172472798326992896,0.0,#grève nationale @SNCF le 24 septembre prochain [LIEN],Bleu Voyages,1527817788
Fri Sep 13 11:32:09 +0000 2019,1.0,1172473034315390976,1.0,"🚄 Retard cumulé des TGV l’année dernière au Japon, moins d’une minute !!! Coucou @SNCF vous c’est moins d’un mois ? #JTTF1",JC'▼,48371030
Fri Sep 13 11:38:34 +0000 2019,0.0,1172474648501596160,0.0,Contrôle des titres de transport à la sortie du quai de la @LIGNEJ_SNCF un jour de grève massive. Vous êtes sérieux @SNCF ? C'est quoi votre objectif à part faire du chiffre ?,Dysfunctional pro,17421549
Fri Sep 13 11:47:02 +0000 2019,3.0,1172476781015777280,0.0,"Hello @SNCF qd allez-vous respecter vos clients ? Verbalisé dans #tgv8317 car soi-disant pas de billet... sauf que j’ai passé le portique à Montparnasse et abonnement annuel (526 €/m) ! Et en boutique on me dit « on peut rien faire, on est des pions »... help !!",Benjamin Lalanne,3025178913
Fri Sep 13 11:47:39 +0000 2019,2.0,1172476936410599425,0.0,Donc 2 jours de suite il y a un bagage abandonné à Marne la Vallée Chessy mais les sanctions ne sont pas appliquées... Faut pas s'étonner. L'imprudence à des limites @SNCF @RER_A,Fʟᴏʀɪᴀɴ Gᴜᴇ́ʀɪɴ,929092807666565125
Fri Sep 13 11:48:04 +0000 2019,5.0,1172477040026685441,0.0,100€ d’amende alors que j’avais un billet de train. Vous me foutez la haine @sncf vous pouvez vous la carrer votre amende,sam,784880372110753792
Fri Sep 13 11:50:55 +0000 2019,0.0,1172477758154399744,0.0,"Bonjour @SNCF @ouisncf. À cause des grèves, je n'ai pas pu effectuer ma correspondance entre Gare de Lyon et Gare Montparnasse. Est-il possible de faire changer mon billet pour le prochain direction Toulouse ?",Energeek,22262844
Fri Sep 13 11:51:50 +0000 2019,2.0,1172477987234766851,0.0,Il faut 3h à @SNCF pour se dire que si on passe pas par la gare bloquée on peut reprendre le trafic..Vivement l'ouverture à la concurrence pour avoir des personnes compétentes et intelligentes dans la gestion du trafic...,Fʟᴏʀɪᴀɴ Gᴜᴇ́ʀɪɴ,929092807666565125
Fri Sep 13 11:54:09 +0000 2019,1.0,1172478570670755841,0.0,J'essaie de renouveler l'abonnement Imagine R de ma petite sœur mais le numéro de sa carte (encore valide) n'est pas reconnue sur le site ... Résultat des courses je souhaite faire une réclamation et là le formulaire refuse mon adresse mail parce qu'elle serait trop longue @SNCF. [LIEN],Mwryl,847816560999899137
Fri Sep 13 11:58:18 +0000 2019,0.0,1172479616780517376,1.0,"la famille, c’est pas pour faire le miskin, c’est vraiment pour que vous ne fassiez pas la même erreur que moi et pour afficher ces bidons. je viens de perdre 108€ a cause de la @SNCF qui propose lorsque l’on prend un billet de souscrire à une assurance annulation chez allianz",chax,886546238488928256
Fri Sep 13 11:59:01 +0000 2019,4.0,1172479793457225728,1.0,"J'adore la @SNCF qui m'annonce la veille que mon ter Valence-Annecy est annulé, ms que si je veux me faire rembourser mon billet, je dois payer 5 euros... C'est pas moi qui ait changé d'avis pour mon voyage. Je comprends que vous fassiez grève mais faites pas payer les usagers !",Margaux Lifestyle,4263747329
Fri Sep 13 12:00:18 +0000 2019,0.0,1172480116800335872,0.0,"Ils sont bien beaux vos mails de ""traitement de dossier"" mais estce que vous les traitez vraiment ? @SNCF @GroupeSNCF Je vous ai connu plus réactif pour ne pas respecter et voler mon argent #sncf #vol #delit #extorstiondrfonds",Philippe Collombet,3479482755
Fri Sep 13 12:03:49 +0000 2019,1.0,1172481005388783616,0.0,"Allo @SNCF allo @ouigoSNCF ! Cela fait plus de 45 min que votre train est arrêté en pleine voie avant la gare de Marne la vallée , soit disant pour un colis suspect ? 45 min bordel vous vous foutez de la gueule de qui la ? J’ai un avion à prendre derrière ..... c’est incroyable",karim,2367696742
Fri Sep 13 12:08:05 +0000 2019,0.0,1172482078287572992,0.0,Bonjour @Orange_France @Sosh_fr pouvez-vous réparer la 4G sur la ligne @SNCF @TGVINOUI Paris-Lyon? Il n’y a rien qui fonctionne aujourd’hui 😢,Ben 🦁,826162220514029570
Fri Sep 13 12:16:41 +0000 2019,3.0,1172484239994101761,0.0,"Oh un futur "" Joséphine Ange Gardien dans le commercial à la Sncf "" @GroupeSNCF @SNCF 😂 [LIEN]",Luc,848968098
Fri Sep 13 12:20:10 +0000 2019,1.0,1172485118478434304,0.0,la @SNCF c’est bien mignon de supprimer vos trains pour « absence d’agent » mais à un moment donné ça fait 2h que je poirote à la gare j’aimerais bien rentrer chez moi,+=+,757359138
Fri Sep 13 12:36:41 +0000 2019,1.0,1172489275033694208,0.0,"Quand ce n'est pas la #RATP qui provoque des problèmes, c'est la @SNCF.",Teddy Devisme,970459916027813888
Fri Sep 13 12:44:08 +0000 2019,1.0,1172491148180348928,0.0,Bon j'ai perdu mon billet + inversé nom et prénom ( j'ai su que après 🙃) mais grâce au reçu bancaire l'agent SNCF a pu retrouver mon billet bordel je l'aime tellement merci @SNCF 😭😭,Florian Mifsud,451633149
Fri Sep 13 12:48:10 +0000 2019,8.0,1172492163248263173,0.0,"A quand la @SNCF serons pas des fils de putes ?45 min de retard, j'ai loupé ma correspondance, billet non remboursé, l'échange m'a coûter 35e en plus des 75e de base et vous osez me demander de me calmer quand je dis que c'est de l'abus",GRIZZLY,1323105698
Fri Sep 13 13:14:25 +0000 2019,4.0,1172498770203992064,1.0,Je suis vtc est franchement merci la @SNCF et @RATPgroup pck grave a vous j'ai mis la daronne a l'abris #Vendredi13 #RATP #Greve,🇻🇳,2901105784
Fri Sep 13 13:16:01 +0000 2019,4.0,1172499173461155840,2.0,Un joli travail d’équipe pour un rendu de qualité pour le compte de la @SNCF en Gare de Bourgoin-Jallieu #enrobes [LIEN],STAL TP,4804310536
Fri Sep 13 13:21:48 +0000 2019,15.0,1172500630046498817,11.0,"""Je n'ai pas pu aider ma femme"" : Les usagers exaspérés par les restrictions d'accès aux quais des gares de la #SNCF à cause des portiques.@GroupeSNCF @odile31 @NatalyBREDA@SNCF @SNCF_Digital[LIEN]",PATRIC JEAN,65914734
Fri Sep 13 13:22:14 +0000 2019,1.0,1172500736430792705,0.0,La @SNCF baisez vos grands morts bande de sale fils de putes,Rocky Strongo,595744873
Fri Sep 13 13:27:44 +0000 2019,0.0,1172502120311992321,0.0,"Pourquoi à chaque fois que je prends le train, il arrive avec du retard .... @SNCF et toujours une bonne raison indépendante de leur volonté.",Replonk50,397905701
Fri Sep 13 13:29:25 +0000 2019,29.0,1172502544918175744,17.0,"Héritière de 2 siècles d'histoire, @SNCF fait partie de notre identité collective nationale. Pour les #journeesdupatrimoine les 21 et 22 septembre, @GroupeSNCF vous ouvre ses portes pour vous faire découvrir son #patrimoine ferroviaire !Et vous, vous faites quoi pour les @JEP ? [LIEN]",Émeline Wilbert,2797500249
Fri Sep 13 13:29:34 +0000 2019,1.0,1172502584982216704,0.0,"Les bornes ne permettent pas d'acheter sa carte week-end, le site et l'appli non plus pour ceux qui n'ont pas gardé leur vieille carte et il y a bcp d'attente au guichet. En revanche, quand on en parle à la chef du train, on a le droit à 1 Pv. On fait comment ? @ouisncf @SNCF [LIEN]",Erwan,75265895
Fri Sep 13 13:33:13 +0000 2019,2.0,1172503502163255303,0.0,Je t’aime @SNCF toi au moins t’es un vrai tu fais pas grève comme la @RATPgroup,la patate inconnue,1183765711
Fri Sep 13 13:35:21 +0000 2019,13.0,1172504038593761280,1.0,🎉 DIPLÔMÉE 👩🏻‍🎓 Merci @SNCF pour ces deux ans d’alternance qui m’ont beaucoup apporté. La suite: #entrepreneuse à @RucheParis 🐝 cc @PLUMEJAULT [LIEN],Mauran Julie 💼,1076992496666853377
Fri Sep 13 13:40:05 +0000 2019,0.0,1172505228471672832,0.0,+25min sur le #TER17758 au départ de Joigny.@TER_BFC_Trafic @SNCF,🚆Damien🚆,3387620595
Fri Sep 13 13:45:00 +0000 2019,5.0,1172506465942286340,2.0,"[#SNCFauFéminin] ⛵ Coup d'envoi de la @MiniTransat2019 le 22/09 ! En amont, @MarieMini930 dont @SNCF est partenaire présente son parcours, ses ambitions &amp; son voilier #CassiopéeSNCF à l'ouverture du village départ le 14/09. De 15h à 17h, Bassin des Chalutiers de #LaRochelle⚓️ [LIEN]",TER Pays de la Loire,517466850
Fri Sep 13 14:00:00 +0000 2019,2.0,1172510241747066880,0.0,#Ferroviaire : Démarrage pour les trains à #hydrogène à la @SNCF 🚆[LIEN] via @transportshaker,Vallourec,140519299
Fri Sep 13 14:01:17 +0000 2019,1.0,1172510562963656704,0.0,"Cœur sur toi aussi @Sncf. Mon Lyon STRASBOURG en #TGV s’est très bien passé, et le tout à l’heure. On relève le même défit dimanche si tu le veux :)",Adjane Corrs,2773446675
Fri Sep 13 14:18:15 +0000 2019,2.0,1172514836607066112,3.0,"#JournéesDuPatrimoine avec @SNCF ► 21/9 20h30 LA BATAILLE DU RAIL présenté par Cécile Hochard, historienne► 22/9 Marathon du film ferroviaire 5.50€/film15h00 ► LE CRIME DE L'ORIENT-EXPRESS17h20 ► CEUX QUI M'AIMENT PRENDRONT LE TRAIN19h30 ► A BORD DU DARJEELING LIMITED [LIEN]",Cinéma Le Brady,3224491017
Fri Sep 13 14:19:58 +0000 2019,1.0,1172515266586120197,0.0,"bonjour @SNCF @GroupeSNCF @ouisncf ça fait maintenant deux jours que j’essaye d’entrer en contact avec vous pour un billet acheté pour un train supprimé, aucune réponse, je suis étudiante et je roule pas sur l’or merci.",sarah,4703432798
Fri Sep 13 14:37:09 +0000 2019,0.0,1172519589361651712,0.0,"Bonjour @RemiTrain et @SNCF, le #TER857251 n'a  pas attendu les passagers en correspondance à Tours pour Le Mans et Caen (via la #NAVETTE105450) alors que cela nous avait été annoncé dans le #TGV8450. 😔Une explication ?",Nicolas,161386573
Fri Sep 13 14:41:45 +0000 2019,0.0,1172520748432482304,1.0,De retour de Lyon avec la @SNCF - en quelques semaines une vraie révolution commerciale (sous la menace de l'ouverture à la concurrence). Les contrôleurs du #TGV sont devenus polis et se soucient des clients. Bravo. Reste à former le personnel des gares et à numériser... [LIEN],Eric Verhaeghe,16047246
Fri Sep 13 14:44:33 +0000 2019,2.0,1172521451276185600,1.0,Pourquoi payer pour prendre le train alors que @ClientsRATP @RATPgroup @SNCF font très souvent grève et quand il ne font pas grève il y a trop de problème @BFMTV @franceinfo @RTLFrance @20Minutes @le_Parisien @franceinfo,Amiard Maxou,956624568201998336
Fri Sep 13 14:47:35 +0000 2019,1.0,1172522218322112519,0.0,Vue du bureau 😬 Pont ferroviaire au sud de Lyon Perrache. Bon Ok juste le temps de l’évolution. Après direction @saint_etienne_ 🚂🚂🚂 #train @SNCF [LIEN],jyds,3366986801
Fri Sep 13 14:59:02 +0000 2019,1.0,1172525096088539136,0.0,"C'est la rentrée.... trajet Limoges-Paris aller-retour dans la journée : 1 heure de retard le matin, 20 min de retard le soir... tout va bien 🙄 @ouisncf @SNCF",Céline Sageaux,703230779581710336
Fri Sep 13 14:59:33 +0000 2019,0.0,1172525228813094913,0.0,imaginez la privatisation de le @SNCF [LIEN],Aypol (Paul),2267741059
Fri Sep 13 14:59:47 +0000 2019,5.0,1172525286111531009,0.0,"Tiens, ça c’est une #innovation utile @SNCF ! Utiliser la base de données voyageurs pour éviter de bloquer une gare 👍Prochaine étape : un message un peu moins ambigu, type « Avez-vous bien récupéré tous vos bagages dans votre train à destination de XXX ? Si non, … » 🙂 [LIEN]",Matti Schneider (FR),972586638
Fri Sep 13 15:00:56 +0000 2019,0.0,1172525574155309056,0.0,J'AI COURU POUR UN TRAIN EN RETARD... @SNCF Vous pouvez pas envoyé une notif nan ?,💚J-27💚🐤19/10/19🐤,1149243014407229441
Fri Sep 13 15:09:49 +0000 2019,0.0,1172527811845922817,0.0,"Mention spéciale à la @SNCF pour son accompagnement quand on est handicapé En fauteuil et béquilles pour quelques jours encore, je vais pouvoir prendre le train facilement grâce au programme d'accès. Merci 😀",Catherine FAUQUET,2828689340
Fri Sep 13 15:24:09 +0000 2019,1.0,1172531417978478593,0.0,Allez vous faire foutre @SNCF,ISMA 🖖🏾,3305712957
